%META:TOPICINFO{author="TWikiGuest" date="1183788814" format="1.1" version="1.2904"}%
%META:TOPICPARENT{name="WebHome"}%
---++ Statistics for %WEB% Web

| *Month:* | *Topic <br> views:* | *Topic <br> saves:* | *File <br> uploads:* | *Most popular <br> topic views:* | *Top contributors for <br> topic save and uploads:* |
| Jul 2005 |  7183 |  3 |  0 | 405 [[WebRss]]<br /> 317 [[WebHome]]<br /> 304 [[WebStatistics]]<br /> 282 [[SchemaDiscussion]]<br /> 272 [[SddPrimer]]<br /> 194 [[SDD2004Berlin]]<br /> 177 [[SchemaDiscussionSDD09]]<br /> 157 [[WebNotify]]<br /> 153 [[DebugRef]]<br /> 150 [[CurrentSchemaVersion]]<br /> 101 [[WebPreferences]] | &nbsp;&nbsp;3 Main.JacobAsiedu |
| Jun 2005 |  3960 |  21 |  0 | 173 [[SddPrimer]]<br /> 162 [[SchemaDiscussion]]<br /> 133 [[WebHome]]<br /> 133 [[WebRss]]<br /> &nbsp;96 [[WebStatistics]]<br /> &nbsp;91 [[SDD2004Berlin]]<br /> &nbsp;81 [[SchemaDiscussionSDD09]]<br /> &nbsp;78 [[SecondaryClassifiersWithinClasses]]<br /> &nbsp;78 [[CIPResDevelopment]]<br /> &nbsp;63 [[UBioXidDevelopment]]<br /> &nbsp;63 [[DebugRef]] | &nbsp;&nbsp;9 Main.JacobAsiedu<br /> &nbsp;&nbsp;6 Main.BobMorris<br /> &nbsp;&nbsp;3 Main.GregorHagedorn<br /> &nbsp;&nbsp;2 Main.KevinThiele<br /> &nbsp;&nbsp;1 Main.RobBuis |
| May 2005 |  7237 |  17 |  3 | 443 [[UBioXidDevelopment]]<br /> 442 [[WebRss]]<br /> 384 [[SDD2004Berlin]]<br /> 209 [[SchemaDiscussion]]<br /> 192 [[SchemaProposals]]<br /> 186 [[WebHome]]<br /> 181 [[FederationOfTerminology]]<br /> 174 [[UMASSBostonElectronicFieldGuideProjectSDDExport]]<br /> 154 [[CIPResDevelopment]]<br /> 152 [[StyleSheets]]<br /> 150 [[SchemaChangeLog09beta24to27]] | &nbsp;12 Main.BobMorris<br /> &nbsp;&nbsp;4 Main.GregorHagedorn<br /> &nbsp;&nbsp;4 Main.JacobAsiedu |
| Apr 2005 |  5391 |  0 |  0 | 1764 [[WebRss]]<br /> 159 [[WebHome]]<br /> 124 [[SchemaDiscussion]]<br /> 123 [[SchemaDiscussionSDD09]]<br /> 102 [[WebStatistics]]<br /> &nbsp;92 [[CurrentSchemaVersion]]<br /> &nbsp;87 [[SecondaryClassifiersWithinClasses]]<br /> &nbsp;74 [[WebNotify]]<br /> &nbsp;65 [[SDD2004Berlin]]<br /> &nbsp;61 [[StyleSheets]]<br /> &nbsp;60 [[SchemaChangeLog09beta23]] |  |
| Mar 2005 |  6673 |  4 |  0 | 2687 [[WebRss]]<br /> 268 [[SchemaDiscussionSDD09]]<br /> 232 [[SchemaDiscussion]]<br /> 197 [[WebHome]]<br /> 125 [[CurrentSchemaVersion]]<br /> 115 [[SchemaProposals]]<br /> &nbsp;83 [[WebStatistics]]<br /> &nbsp;78 [[WebNotify]]<br /> &nbsp;70 [[SchemaChangeLog09beta23]]<br /> &nbsp;66 [[CIPResDevelopment]]<br /> &nbsp;65 [[SecondaryClassifiersWithinClasses]] | &nbsp;&nbsp;2 Main.JenniferForman<br /> &nbsp;&nbsp;1 Main.GregorHagedorn<br /> &nbsp;&nbsp;1 Main.SelimMimaroglu |
| Feb 2005 |  3591 |  2 |  0 | 304 [[WebRss]]<br /> 138 [[WebHome]]<br /> &nbsp;91 [[WebStatistics]]<br /> &nbsp;83 [[CIPResDevelopment]]<br /> &nbsp;79 [[SchemaDiscussion]]<br /> &nbsp;78 [[SDD2004Berlin]]<br /> &nbsp;62 [[CurrentSchemaVersion]]<br /> &nbsp;62 [[WebNotify]]<br /> &nbsp;53 [[AmnhLegacyLiteratureProject]]<br /> &nbsp;50 [[SchemaProposals]]<br /> &nbsp;47 [[StyleSheets]] | &nbsp;&nbsp;2 Main.GregorHagedorn |
| Jan 2005 |  7870 |  25 |  2 | 571 [[SchemaDiscussion]]<br /> 300 [[UBioXidDevelopment]]<br /> 260 [[SecondaryClassifiersWithinClasses]]<br /> 210 [[DebugRef]]<br /> 200 [[CIPResDevelopment]]<br /> 199 [[SchemaProposals]]<br /> 191 [[UMASSBostonElectronicFieldGuideProjectSDDExport]]<br /> 191 [[SchemaChangeLog09beta28]]<br /> 188 [[StyleSheets]]<br /> 175 [[IncludeMechanismsInSupportOfIntegration]]<br /> 152 [[WebHome]] | &nbsp;24 Main.BobMorris<br /> &nbsp;&nbsp;2 Main.DrewKoning<br /> &nbsp;&nbsp;1 Main.ZhiminWang |
| Dec 2004 |  1637 |  37 |  4 | 204 [[WebHome]]<br /> &nbsp;55 [[SchemaDiscussion]]<br /> &nbsp;50 [[WebPreferences]]<br /> &nbsp;50 [[SddPrimer]]<br /> &nbsp;48 [[WebChanges]]<br /> &nbsp;47 [[CurrentSchemaVersion]]<br /> &nbsp;47 [[CIPResDevelopment]]<br /> &nbsp;44 [[WebRss]]<br /> &nbsp;39 [[StyleSheets]]<br /> &nbsp;36 [[DebugRef]]<br /> &nbsp;32 [[WebNotify]] | &nbsp;26 Main.GregorHagedorn<br /> &nbsp;&nbsp;9 Main.JenniferForman<br /> &nbsp;&nbsp;6 Main.BobMorris |
| Nov 2004 |  293 |  5 |  0 | &nbsp;78 [[WebHome]]<br /> &nbsp;32 [[SddPrimer]]<br /> &nbsp;12 [[WebChanges]]<br /> &nbsp;&nbsp;9 [[SchemaDiscussion]]<br /> &nbsp;&nbsp;8 [[WebNotify]]<br /> &nbsp;&nbsp;7 [[WebSearch]]<br /> &nbsp;&nbsp;6 [[WebPreferences]]<br /> &nbsp;&nbsp;5 [[WebStatistics]]<br /> &nbsp;&nbsp;4 [[CurrentSchemaVersion]]<br /> &nbsp;&nbsp;4 [[ImplementationsOfSDD]]<br /> &nbsp;&nbsp;4 [[DebugRef]] | &nbsp;&nbsp;4 Main.JenniferForman<br /> &nbsp;&nbsp;1 Main.BobMorris |
| Oct 2004 |  4150 |  28 |  0 | 732 WebRss<br /> 357 WebHome<br /> 354 WebStatistics<br /> 154 CurrentSchemaVersion<br /> &nbsp;95 SchemaDiscussion<br /> &nbsp;88 SchemaDiscussionSDD09<br /> &nbsp;57 SchemaBugs10Beta2<br /> &nbsp;47 DebugRef<br /> &nbsp;44 SecondaryClassifiersWithinClasses<br /> &nbsp;43 UBioXidDevelopment<br /> &nbsp;43 SDDContextSearches | &nbsp;15 Main.GregorHagedorn<br /> &nbsp;&nbsp;4 Main.KevinThiele<br /> &nbsp;&nbsp;3 Main.BenRichardson<br /> &nbsp;&nbsp;2 Main.JacobAsiedu<br /> &nbsp;&nbsp;2 Main.BobMorris<br /> &nbsp;&nbsp;1 Main.RenatoDeGiovanni<br /> &nbsp;&nbsp;1 Main.NorbertSiegmund |
| Sep 2004 |  2270 |  64 |  9 | 293 WebHome<br /> 183 CurrentSchemaVersion<br /> &nbsp;79 SchemaBugs10Beta2<br /> &nbsp;73 WebStatistics<br /> &nbsp;66 SchemaDiscussion<br /> &nbsp;57 SDD2004Berlin<br /> &nbsp;54 UBioXidDevelopment<br /> &nbsp;45 DebugRef<br /> &nbsp;44 WebPreferences<br /> &nbsp;41 WebChanges<br /> &nbsp;34 SchemaDiscussionSDD09 | &nbsp;35 Main.JacobAsiedu<br /> &nbsp;34 Main.GregorHagedorn<br /> &nbsp;&nbsp;4 Main.BobMorris |
| Aug 2004 |  3063 |  131 |  26 | 215 CurrentSchemaVersion<br /> 211 WebHome<br /> 166 WebStatistics<br /> 111 UBioXidDevelopment<br /> &nbsp;96 SchemaDiscussionSDD09<br /> &nbsp;72 TypePolymorphismWithXsiType<br /> &nbsp;69 SchemaDiscussion<br /> &nbsp;66 WebChanges<br /> &nbsp;50 ConvertingLIF2SDD<br /> &nbsp;49 FormattedText<br /> &nbsp;47 BestPractices | 149 Main.GregorHagedorn<br /> &nbsp;&nbsp;3 Main.BobMorris<br /> &nbsp;&nbsp;1 Main.WalterBerendsohn<br /> &nbsp;&nbsp;1 Main.TrevorPaterson<br /> &nbsp;&nbsp;1 Main.RobertKukla<br /> &nbsp;&nbsp;1 Main.CyrilGallut<br /> &nbsp;&nbsp;1 Main.BryanHeidorn |
| Jul 2004 |  1176 |  135 |  1 | 163 WebHome<br /> &nbsp;98 UBioXidDevelopment<br /> &nbsp;59 WebChanges<br /> &nbsp;50 SchemaDiscussion<br /> &nbsp;34 WebRss<br /> &nbsp;33 CurrentSchemaVersion<br /> &nbsp;29 WebPreferences<br /> &nbsp;22 ImplementationsOfSDD<br /> &nbsp;20 QueryLanguages<br /> &nbsp;19 WebSearch<br /> &nbsp;19 SecondaryClassifiersWithinClasses | 123 Main.GregorHagedorn<br /> &nbsp;&nbsp;9 Main.BobMorris<br /> &nbsp;&nbsp;4 Main.JacobAsiedu |
| Jun 2004 |  3026 |  337 |  26 | 370 UBioXidDevelopment<br /> 359 WebStatistics<br /> 238 WebHome<br /> 190 WebChanges<br /> &nbsp;95 UnifiedBioInfoFramework<br /> &nbsp;89 SchemaDiscussion<br /> &nbsp;73 CurrentSchemaVersion<br /> &nbsp;65 UBIF.ProxyDataPublication<br /> &nbsp;65 ConvertingLIF2SDD<br /> &nbsp;62 ProxyDataModel<br /> &nbsp;57 UBIF.ResolvedTopicCommonSchemaSearchingName | 260 Main.GregorHagedorn<br /> &nbsp;43 Main.BobMorris<br /> &nbsp;39 Main.PatrickLeary<br /> &nbsp;&nbsp;6 Main.DonaldHobern<br /> &nbsp;&nbsp;4 Main.BryanHeidorn<br /> &nbsp;&nbsp;3 Main.RobertKukla<br /> &nbsp;&nbsp;3 Main.RenatoDeGiovanni<br /> &nbsp;&nbsp;1 Main.WalterBerendsohn<br /> &nbsp;&nbsp;1 Main.MarkusDoering<br /> &nbsp;&nbsp;1 Main.JessieKennedy<br /> &nbsp;&nbsp;1 Main.DavidRemsen |
| May 2004 |  1712 |  405 |  40 | 184 WebHome<br /> 155 SDD2004Berlin<br /> 131 WebChanges<br /> &nbsp;96 UnifiedBioInfoFramework<br /> &nbsp;75 SchemaChangeLog091EarlyBetaVersions<br /> &nbsp;62 UMASSBostonElectronicFieldGuideProjectSDDExport<br /> &nbsp;48 UBIF.ProxyDataPublicationProxy<br /> &nbsp;48 ProxyDataModel<br /> &nbsp;40 SecondaryClassifiersWithinClasses<br /> &nbsp;36 CurrentSchemaVersion<br /> &nbsp;34 ResolvedTopicIsDiGIRadequateForSDD | 366 Main.GregorHagedorn<br /> &nbsp;35 Main.BobMorris<br /> &nbsp;13 Main.JacobAsiedu<br /> &nbsp;&nbsp;5 Main.RobBuis<br /> &nbsp;&nbsp;5 Main.DaveThau<br /> &nbsp;&nbsp;4 Main.DonaldHobern<br /> &nbsp;&nbsp;3 Main.TrevorPaterson<br /> &nbsp;&nbsp;3 Main.MarkusDoering<br /> &nbsp;&nbsp;3 Main.JessieKennedy<br /> &nbsp;&nbsp;3 Main.BryanHeidorn<br /> &nbsp;&nbsp;2 Main.WalterBerendsohn |
| Apr 2004 |  813 |  112 |  16 | 121 WebHome<br /> &nbsp;99 SDD2004Berlin<br /> &nbsp;61 SchemaDiscussion<br /> &nbsp;53 WebChanges<br /> &nbsp;48 ExternalTerminology<br /> &nbsp;30 IsDiGIRadequateForSDD<br /> &nbsp;29 WebNotify<br /> &nbsp;25 TheProblemOfSex<br /> &nbsp;25 SecondaryClassifiersWithinClasses<br /> &nbsp;23 SchemaChangeLog091EarlyBetaVersions<br /> &nbsp;17 AuthoritativeTerminology | &nbsp;79 Main.GregorHagedorn<br /> &nbsp;40 Main.BobMorris<br /> &nbsp;&nbsp;3 Main.BryanHeidorn<br /> &nbsp;&nbsp;2 Main.WalterBerendsohn<br /> &nbsp;&nbsp;2 Main.TrevorPaterson<br /> &nbsp;&nbsp;1 Main.DaveThau<br /> &nbsp;&nbsp;1 Main.CyrilGallut |
| Mar 2004 |  678 |  130 |  1 | 106 WebHome<br /> &nbsp;54 SchemaDiscussion<br /> &nbsp;43 WebChanges<br /> &nbsp;32 TheProblemOfSex<br /> &nbsp;26 StateAndStatisticalMeasureBothPermitted<br /> &nbsp;23 ContingencyProblem<br /> &nbsp;23 BestPractices<br /> &nbsp;20 SupportForMultipleAudiences<br /> &nbsp;18 ModularizationOfSchema<br /> &nbsp;18 AnAttemptAtConvertingOurKeysToSDD<br /> &nbsp;14 DebugRef | &nbsp;80 Main.GregorHagedorn<br /> &nbsp;27 Main.BobMorris<br /> &nbsp;10 Main.KevinThiele<br /> &nbsp;&nbsp;7 Main.JacobAsiedu<br /> &nbsp;&nbsp;6 Main.TrevorPaterson<br /> &nbsp;&nbsp;1 Main.MikeDallwitz |
| Feb 2004 |  187 |  27 |  0 | &nbsp;50 WebHome<br /> &nbsp;32 SchemaDiscussion<br /> &nbsp;20 AreTwoAgentsTheSameTheyHaveSameLastNamesAndFreeFormDescription<br /> &nbsp;12 RankLevelBogosity<br /> &nbsp;&nbsp;9 WebChanges<br /> &nbsp;&nbsp;9 GuidedKeys<br /> &nbsp;&nbsp;8 UniqueConstraintOnKeyLabelRepresentationText<br /> &nbsp;&nbsp;6 WebSearch<br /> &nbsp;&nbsp;4 DebugRef<br /> &nbsp;&nbsp;4 MeetingMinutes<br /> &nbsp;&nbsp;4 DebugrefAutomation | &nbsp;12 Main.GregorHagedorn<br /> &nbsp;&nbsp;9 Main.JacobAsiedu<br /> &nbsp;&nbsp;6 Main.BobMorris |
| Jan 2004 |  337 |  16 |  0 | &nbsp;59 WebHome<br /> &nbsp;27 SchemaDiscussion<br /> &nbsp;20 GuidedKeys<br /> &nbsp;17 RevisionDataAndLabelElementsInDesignedKeyDefTypeMandatory<br /> &nbsp;13 MoveTimestampAttribute<br /> &nbsp;12 WebChanges<br /> &nbsp;12 RankLevelBogosity<br /> &nbsp;&nbsp;9 WebPreferences<br /> &nbsp;&nbsp;9 DebugRef<br /> &nbsp;&nbsp;8 WebSearch<br /> &nbsp;&nbsp;8 MeetingMinutes | &nbsp;10 Main.BobMorris<br /> &nbsp;&nbsp;3 Main.JacobAsiedu<br /> &nbsp;&nbsp;3 Main.GregorHagedorn |
| Dec 2003 |  295 |  67 |  2 | &nbsp;87 WebHome<br /> &nbsp;37 SchemaDiscussion<br /> &nbsp;31 DebugRef<br /> &nbsp;15 MeetingMinutes<br /> &nbsp;14 WebChanges<br /> &nbsp;12 DebugrefAutomation<br /> &nbsp;&nbsp;9 ResolvedTopicGenericStates<br /> &nbsp;&nbsp;8 SchemaChangeLog09final<br /> &nbsp;&nbsp;8 HandlingPartialMarkupOfNaturalLanguage<br /> &nbsp;&nbsp;6 WebIndex<br /> &nbsp;&nbsp;5 SchemaProposals | &nbsp;54 Main.GregorHagedorn<br /> &nbsp;15 Main.BobMorris |
